Time,y2j507-FI-11005,y2j507-FI-11703,y2j507-FI-11704,y2j507-FI-11803,y2j507-FI-11804,y2j507-FI-13801A,y2j507-FI-13801B,y2j507-FIC-11001A,y2j507-FIC-11001AMV,y2j507-FIC-11001B,y2j507-FIC-11001BMV,y2j507-FIC-11001C,y2j507-FIC-11001CMV,y2j507-FIC-11002A,y2j507-FIC-11002AMV,y2j507-FIC-11002B,y2j507-FIC-11002BMV,y2j507-FIC-11002C,y2j507-FIC-11002CMV,y2j507-FIC-11003A,y2j507-FIC-11003AMV,y2j507-FIC-11003B,y2j507-FIC-11003BMV,y2j507-FIC-11003C,y2j507-FIC-11003CMV,y2j507-FIC-11004A,y2j507-FIC-11004AMV,y2j507-FIC-11004B,y2j507-FIC-11004BMV,y2j507-FIC-11004C,y2j507-FIC-11004CMV,y2j507-FIC-11101A,y2j507-FIC-11101AMV,y2j507-FIC-11101B,y2j507-FIC-11101BMV,y2j507-FIC-11101C,y2j507-FIC-11101CMV,y2j507-FIC-11102A,y2j507-FIC-11102AMV,y2j507-FIC-11102B,y2j507-FIC-11102BMV,y2j507-FIC-11102C,y2j507-FIC-11102CMV,y2j507-FIC-11103A,y2j507-FIC-11103AMV,y2j507-FIC-11103B,y2j507-FIC-11103BMV,y2j507-FIC-11103C,y2j507-FIC-11103CMV,y2j507-FIC-11104A,y2j507-FIC-11104AMV,y2j507-FIC-11104B,y2j507-FIC-11104BMV,y2j507-FIC-11104C,y2j507-FIC-11104CMV,y2j507-FIC-12804,y2j507-FICA-11001,y2j507-FICA-11001MV,y2j507-FICA-11002,y2j507-FICA-11002MV,y2j507-FICA-11003,y2j507-FICA-11003MV,y2j507-FICA-11004,y2j507-FICA-11004MV,y2j507-FICA-11101,y2j507-FICA-11101MV,y2j507-FICA-11102,y2j507-FICA-11102MV,y2j507-FICA-11103,y2j507-FICA-11103MV,y2j507-FICA-11104,y2j507-FICA-11104MV,y2j507-FIQ-11401,y2j507-FIQ-11402,y2j507-FIQ-11402A,y2j507-FIQ-11402B,y2j507-FIQ-11402SUM,y2j507-FIQ-11501,y2j507-FIQ-11502,y2j507-FIQ-11601,y2j507-FIQ-11602,y2j507-FIQ-13803APV,y2j507-FIQ-13803ASUM,y2j507-FIQ-13803BPV,y2j507-FIQ-13803BSUM
2018-04-05 11:00:00,312.329,0.002,-0.001,1.355,0.002,4.591,4.847,55.365,42.452,219.01,47.147,55.043,45.792,54.986,34.702,219.113,57.859,55.119,23.332,54.977,7.542,220.169,42.173,54.888,46.225,54.99,41.879,219.168,48.746,55.183,42.479,55.235,65.696,220.035,52.745,54.835,28.067,54.98,21.988,220.148,26.245,55.071,37.712,88.314,0,219.642,52.808,55.115,48.579,55.047,44.611,241.241,57.497,54.974,71.125,9.981,38.308,27.312,43.111,39,39.852,25.56,41.12,41.081,38.704,34.777,37.851,17.552,37.159,31.474,36.223,26.129,1.488,3.366,1.622,1.745,450.385,1446.409,1462.55,1306.657,1424.394,2.45,5794.249,2.062,7040.081
2018-04-05 12:00:00,311.742,0.002,-0.001,1.365,0.002,4.506,4.772,54.999,42.698,219.114,47.381,55.104,45.799,54.903,34.777,219.451,58.033,54.978,23.517,54.862,7.611,219.85,42.327,55.008,46.016,55.059,41.883,220.1,48.825,54.921,41.434,54.276,65.631,220.09,52.75,55.091,28.018,54.842,22.412,219.605,25.679,54.937,38.215,87.983,0,220.202,53.211,54.668,49.183,55.057,44.583,242.244,57.497,55.104,71.184,10.021,38.63,27.312,42.612,39,40.258,24.609,40.945,40.531,38.006,34.777,37.84,18.837,37.228,32.93,36.223,25.392,1.451,3.403,1.636,1.767,453.784,1510.121,1457.06,1298.729,1435.541,2.433,5796.669,2.145,7042.166
2018-04-05 13:00:00,312.01,0.002,-0.001,1.373,0.002,4.449,4.626,55.161,42.788,218.421,47.596,54.937,46.226,54.684,33.95,220.388,58.016,55.129,23.723,55.029,8.125,220.057,42.25,54.982,46.451,55.017,42.119,219.759,48.551,54.939,41.519,53.759,65.92,220.232,52.878,55.017,28.374,54.918,22.344,220.229,26.467,55.139,38.199,87.534,0,219.403,53.391,54.596,49.367,54.772,44.745,242.31,57.497,55.024,71.539,9.983,38.957,27.312,43.426,39,39.835,24.876,40.645,40.753,37.989,34.977,37.9,17.508,37.124,31.907,36.134,24.995,1.36,3.505,1.707,1.798,457.226,1520.524,1467.238,1336.581,1453.707,2.446,5799.109,2.012,7044.257
2018-04-05 14:00:00,311.327,0.002,-0.001,1.376,0.002,4.492,4.676,55.274,43.303,219.891,47.481,54.999,45.954,54.874,34.823,220.135,57.86,55.04,23.604,54.994,7.834,220.253,42.157,54.95,46.246,55.073,41.85,219.09,48.795,55.107,41.342,54.263,66.133,219.969,52.932,55.302,28.331,54.858,22.319,216.74,25.87,55.121,37.875,87.871,0,219.76,52.868,55.079,48.992,55.055,44.612,244.508,57.497,55.088,71.483,10,38.815,27.312,43.174,39,40.284,24.824,40.906,41.157,36.977,34.977,37.901,18.936,37.162,31.908,36.108,25.342,1.337,3.327,1.582,1.745,460.649,1467.711,1477.552,1298.839,1434.759,2.399,5801.506,2.108,7046.318
2018-04-05 15:00:00,312.478,0.002,-0.002,1.381,0.002,4.508,4.801,55.066,43.408,221.965,47.439,54.936,46.678,54.976,34.783,219.926,58.11,54.777,23.919,55.18,8.445,220.455,42.361,54.997,46.876,54.972,41.995,219.779,49.074,54.949,41.952,54.807,66.59,220.272,53.029,55.029,28.359,54.975,22.878,233.682,25.682,54.953,38.364,87.067,0,219.82,53.296,54.85,48.904,54.871,45.008,242.436,57.497,54.888,71.552,10.006,39.006,27.312,43.159,39,39.815,24.68,41.059,40.425,36.647,35.177,38.618,18.815,37.821,32.561,36.354,25.81,1.361,3.42,1.668,1.753,464.062,1558.518,1466.662,1326.718,1457.411,2.335,5803.87,2.106,7048.405
2018-04-05 16:00:00,312.365,0.002,-0.002,1.371,0.002,4.474,4.833,54.971,43.213,219.554,47.461,54.781,46.434,55.059,34.305,219.479,58.288,54.953,23.778,54.899,7.889,219.82,42.283,55.394,46.193,54.888,42.275,218.926,48.923,54.992,41.554,53.92,65.993,219.728,52.819,55.117,28.316,54.831,22.613,236.09,27.027,54.99,38.24,87.601,0,220.501,53.115,55.113,49.229,55.032,44.765,244.221,57.497,54.983,71.58,10.003,39.499,27.312,42.789,39,39.95,24.754,40.949,38.9,36.249,35.477,38.916,20.417,37.584,32.937,36.428,24.94,1.37,3.374,1.656,1.718,467.534,1498.776,1473.287,1332.175,1462.041,2.348,5806.247,2.22,7050.533
2018-04-05 17:00:00,314.025,0.002,-0.002,1.344,0.002,4.425,4.922,55.307,43.412,221.139,47.207,55.144,45.468,55.169,35.924,220.485,57.811,54.859,23.508,54.913,7.52,219.762,42.34,54.58,46.243,55.053,48.421,219.767,48.654,54.724,41.215,55.186,63.772,220.257,52.68,55.048,28.1,55.221,22.074,232.875,27.027,55.155,38.113,88.598,0,220.034,53.097,54.898,48.934,55.085,44.507,245.154,57.497,54.943,71.264,9.994,39.859,27.312,42.392,39,39.945,24.549,41.003,39.98,38.081,35.977,38.972,19.972,37.421,35.091,36.351,25.677,1.391,3.39,1.65,1.739,470.958,1437.176,1474.836,1356.952,1444.328,2.367,5808.651,2.15,7052.709
2018-04-05 18:00:00,313.902,0.002,-0.002,1.33,0.002,4.303,4.741,55.095,41.332,218.39,46.894,55.074,44.989,54.933,38.1,219.697,57.491,55.046,22.643,55.141,6.626,220.334,41.861,55.115,45.32,54.972,48.553,219.166,48.294,55.001,40.331,54.137,62.11,219.932,52.412,55.148,27.729,54.844,21.826,236.616,27.027,55.08,37.045,89.516,0,220.155,52.735,55.001,48.337,54.978,44.158,248.865,57.497,54.984,71.059,9.984,39.429,27.312,42.484,39,40.078,25.085,40.876,40.226,38.112,35.977,38.896,22.602,37.567,31.458,36.458,25.874,1.291,3.485,1.699,1.785,474.441,1500.981,1504.391,1386.744,1466.824,2.289,5811.06,2.138,7054.904
2018-04-05 19:00:00,313.388,0.002,-0.002,1.306,0.002,4.465,4.987,55.172,41.676,219.007,46.672,55.26,45.649,54.823,40.304,220.111,57.842,54.966,22.963,55.182,7.543,220.028,42.186,54.866,46.043,55.237,49.714,219.881,48.263,55.065,40.777,54.955,63.774,219.076,52.693,54.928,27.947,55.045,22.066,234.443,27.027,55.017,37.632,88.611,0,219.944,52.951,55.198,48.679,55.021,44.4,245.325,57.497,54.841,71.189,9.971,39.893,27.312,42.04,39,40.034,24.983,40.889,41.393,37.978,35.977,38.706,22.016,37.527,34.555,36.319,26.173,1.303,3.592,1.705,1.887,477.979,1496.187,1513.756,1356.984,1486.463,2.395,5813.447,2.17,7057.058
2018-04-05 20:00:00,314.181,0.002,-0.002,1.288,0.002,4.565,4.865,55.073,40.36,219.768,46.627,54.873,45.24,55.027,42.426,220.18,57.501,54.981,22.501,54.977,6.654,219.758,42.002,54.992,45.683,54.969,42.572,220.344,48.17,55.074,40.402,54.74,65.277,219.876,52.323,54.988,27.735,55.057,22.064,236.903,27.027,54.908,36.888,89.577,0,219.992,52.667,55.125,48.598,55.035,44.265,248.894,57.497,54.923,70.822,10.012,39.773,27.312,41.642,39,40.059,24.844,41.424,41.029,37.6,36.177,39.471,19.896,37.655,34.532,36.558,25.89,1.339,3.374,1.645,1.73,481.418,1448.534,1450.422,1326.363,1425.583,2.355,5815.934,2.22,7059.287
2018-04-05 21:00:00,314.981,0.002,-0.002,1.3,0.002,4.474,4.788,55.321,41.339,219.642,46.692,54.972,44.984,54.641,42.276,220.046,57.346,54.975,22.336,55.175,6.505,220.509,41.619,55.04,45.21,54.766,42.589,219.979,47.983,55.082,40.352,55.503,64.156,219.904,52.366,55.023,27.434,55.043,21.788,236.726,27.027,54.97,37.003,89.653,0,219.852,52.959,55.011,48.625,55.121,44.305,248.466,57.497,55.005,70.838,10.014,39.371,27.312,41.738,39,40.13,25.144,41.068,41.022,39.392,36.777,39.172,20.303,37.63,33.213,36.482,27.311,1.365,3.375,1.655,1.72,484.792,1435.3,1461.933,1350.406,1426.175,2.476,5818.415,2.248,7061.558
2018-04-05 22:00:00,314.299,0.002,-0.002,1.314,0.002,4.413,4.927,55.004,43.388,219.502,46.936,55.176,45.42,55.16,43.086,220.34,57.734,54.476,23.477,54.925,6.934,220.132,42.311,55.191,45.497,54.932,52.89,219.748,48.315,54.873,40.862,55.765,60.515,219.915,52.511,55.052,28.028,54.873,22.278,234.252,27.027,54.937,37.435,88.937,0,219.764,52.997,54.991,49.121,54.964,44.635,245.216,57.497,55.442,71.217,9.996,39.191,27.312,40.763,39,40.433,25.061,41.114,41.289,39.559,36.777,39.244,19.554,37.489,34.225,36.507,25.734,1.376,3.37,1.622,1.748,488.107,1438.637,1450.044,1348.28,1430.579,2.365,5820.829,2.29,7063.794
2018-04-05 23:00:00,315.01,0.002,-0.002,1.296,0.002,4.539,5.013,55.243,42.166,220.491,46.245,54.987,45.056,54.868,42.128,219.9,57.44,55.087,22.579,54.799,6.786,220.109,41.648,55.207,45.163,54.393,55.604,219.604,48.255,54.984,40.332,55.108,58.307,219.969,52.308,54.854,27.732,55.012,21.954,236.076,27.027,55.198,37.161,89.516,0,220.332,52.73,55.48,48.693,54.956,44.194,247.366,57.497,55.002,70.991,10.011,39.412,27.312,40.785,39,40.585,24.885,41.254,40.642,39.579,36.777,38.962,21.814,37.824,32.924,36.614,25.186,1.42,3.377,1.655,1.722,491.46,1418.417,1442.747,1345.256,1422.104,1.382,5822.569,2.199,7065.988
2018-04-06 00:00:00,313.413,0.002,-0.001,1.29,0.002,4.381,4.836,55.109,42.009,219.626,46.812,54.832,45.78,54.851,43.007,219.651,57.661,55.133,23.385,54.92,7.761,219.754,42.089,54.89,46.01,54.888,42.442,219.698,48.508,54.818,40.953,54.579,58.316,220.42,52.464,55.238,27.965,55.095,22.334,233.326,27.027,54.957,37.479,88.241,0,219.924,52.718,55.238,48.973,54.974,44.57,244.559,57.497,54.83,71.299,10.003,39.561,27.312,40.618,39,40.816,24.897,40.522,41.709,39.381,36.777,38.987,20.586,37.506,33.324,36.019,25.385,1.438,3.382,1.669,1.713,494.872,1471.436,1455.022,1379.188,1434.491,2.426,5824.517,2.217,7068.237
2018-04-06 01:00:00,315.748,0.002,-0.001,1.293,0.002,4.506,4.82,55.649,42.095,220.622,46.769,55.058,45.251,54.377,42.431,219.751,57.41,55.128,23.018,55.051,7.432,219.238,41.961,55.101,45.679,54.867,42.274,220.542,48.369,55.24,40.699,55.421,64.401,220.099,52.679,55.087,27.908,55.015,22.362,234.818,27.027,55.143,37.496,89.102,0,221.096,52.756,55.149,48.863,54.987,44.474,247.475,57.497,55.062,71.192,9.987,39.778,27.312,40.851,39,40.799,24.997,41.15,40.801,39.531,36.777,39.074,23.042,37.677,34.891,36.888,24.222,1.415,3.441,1.673,1.768,498.292,1465.087,1482.341,1396.979,1455.418,2.298,5826.875,2.312,7070.476
2018-04-06 02:00:00,315.725,0.002,-0.002,1.295,0.001,4.523,4.898,55.265,41.634,217.407,46.514,55.008,45.042,54.88,42.461,220.111,57.487,54.897,22.276,55.002,6.627,218.927,41.748,54.926,46.136,54.832,47.473,219.901,48.036,55.034,40.122,55.243,65.163,220.303,52.494,55.12,27.39,55.029,22.197,236.867,27.027,55.059,37.399,89.647,0,219.782,52.516,55.021,48.754,54.991,44.335,249.965,57.497,55.187,70.829,10.004,38.933,27.012,41.431,39.8,40.397,25.056,41.571,41.087,39.652,36.477,39.035,23.995,38.23,32.524,36.475,27.453,1.421,3.48,1.668,1.812,501.724,1451.987,1491.657,1398.723,1457.443,2.413,5829.246,2.444,7072.845
2018-04-06 03:00:00,315.232,0.002,-0.002,1.291,0.002,4.531,5.076,55.087,41.874,220.34,46.28,55.177,44.794,55.052,42.513,220.279,57.08,55.353,22.804,55.114,6.533,219.512,42.096,54.719,47.297,54.841,53.764,219.235,47.874,55.068,39.968,54.642,65.192,220.288,52.515,55.09,27.431,55.114,21.764,237.077,27.027,55.076,36.982,89.508,0,219.803,52.677,55.053,48.702,55.025,44.243,249.122,57.497,54.99,71.085,9.977,39.321,27.012,41.89,39.8,40.064,25.152,41.151,42.044,39.327,36.477,38.892,25.492,38.25,33.005,36.317,25.896,1.434,3.359,1.626,1.734,505.119,1472.983,1486.384,1355.358,1447.783,2.224,5831.754,2.346,7075.294
2018-04-06 04:00:00,315.521,0.002,-0.001,1.289,0.002,4.603,5.145,55.21,43.606,219.319,47.344,55.053,45.955,55.669,42.871,219.942,57.92,55.907,24.016,55.239,11.493,218.498,43.69,54.69,55.392,55.082,54.248,220.35,48.315,54.91,41.815,55.417,63.479,220.345,52.92,55.084,27.993,54.889,22.647,231.839,27.027,55.012,37.77,87.484,0,219.624,53.163,54.817,49.585,54.997,45.019,241.944,57.497,55.392,71.299,9.987,39.199,27.012,41.598,39.8,40.574,25.104,41.119,42.76,39.895,36.477,38.97,25.416,37.652,32.765,36.513,25.728,1.477,3.447,1.66,1.787,508.555,1475.804,1482.306,1380.899,1445.883,2.395,5834.212,2.367,7077.685
2018-04-06 05:00:00,312.859,0.002,-0.001,1.296,0.002,4.612,5.143,55.179,42.094,219.644,46.613,54.98,44.929,55.218,42.413,219.158,57.317,55.191,23.773,56.011,8.958,218.865,42.425,55.101,52.473,55.038,54.018,218.689,48.087,54.973,40.149,54.592,65.265,219.996,52.531,55.117,27.633,54.964,22.171,236.598,27.027,55.043,37.226,89.389,0,220.248,52.831,55.037,48.962,55.009,44.145,247.372,57.497,54.845,70.964,10.013,38.338,27.012,41.013,39.8,40.03,25.327,41.217,40.373,39.655,36.477,38.799,20.725,37.429,34.561,36.38,24.356,1.516,3.348,1.622,1.726,511.958,1400.701,1470.484,1343.68,1426.348,2.441,5836.764,2.482,7080.179
2018-04-06 06:00:00,314.076,0.002,-0.001,1.306,0.002,4.58,5.144,55.172,42.098,219.556,46.555,54.927,45.084,55.363,42.415,219.568,57.496,55.315,22.772,55.019,6.722,219.899,42.006,55.15,45.142,55.045,54.037,220.346,47.93,54.982,40.216,54.91,62.927,220.013,52.619,55.006,27.599,54.88,21.974,236.088,27.027,54.704,37.16,89.239,0,219.728,52.893,55.027,48.244,54.967,44.143,246.047,57.497,54.893,70.871,10.017,37.632,27.012,41.137,39.8,40.504,25.299,41.329,40.796,40.136,36.477,39.106,22.464,37.599,34.894,36.632,26.327,1.522,3.436,1.624,1.812,515.349,1450.93,1465.821,1358.322,1434.086,2.665,5839.354,2.283,7082.69
2018-04-06 07:00:00,313.228,0.002,-0.001,1.316,0.002,4.587,4.929,55.073,42.459,221.57,46.85,54.959,45.311,54.07,41.844,219.63,57.469,54.964,22.743,54.97,7.201,218.548,41.978,55.079,45.15,54.85,54.235,221.035,48.157,54.904,40.801,54.386,65.719,219.865,52.741,54.804,27.825,55.025,21.975,234.737,27.027,55.136,37.604,88.716,0,219.562,53.004,55.133,48.464,54.955,44.674,244.737,57.497,54.981,71.19,10.014,37.872,27.012,41.861,40.1,40.069,25.28,40.989,41.291,39.567,36.977,39.124,19.977,37.421,34.158,36.326,25.801,1.534,3.45,1.664,1.786,518.719,1459.593,1463.699,1376.021,1429.304,2.561,5841.95,2.093,7085.055
2018-04-06 08:00:00,314.124,0.002,-0.001,1.321,0.002,4.563,4.835,55.106,41.989,219.951,46.513,55.081,45.179,54.92,42.701,220.416,57.357,55.299,22.352,54.835,6.709,220.745,41.907,54.908,46.108,54.866,54.03,220.115,47.978,54.943,40.45,55.091,65.532,219.957,52.529,55.024,27.581,54.874,22.193,236.741,27.027,55.452,37.022,89.309,0,219.982,52.775,54.936,48.68,54.954,44.308,248.338,57.497,55.006,70.897,9.976,38.064,27.012,42.094,40.1,40.153,25.013,41.011,42.021,39.837,36.977,38.97,20.44,37.516,33.427,36.487,26.061,1.537,3.476,1.752,1.725,522.115,1467.151,1499.794,1389.05,1444.448,2.45,5844.517,2.482,7087.405
2018-04-06 09:00:00,315.63,0.002,-0.001,1.31,0.002,4.658,4.859,55.239,44.686,219.589,47.198,54.949,46.326,54.54,42.979,220.224,58.002,54.964,23.886,54.47,8.487,218.696,42.527,55.121,45.974,55.019,54.692,220.431,48.693,55.108,41.785,55.392,66.302,220.797,53.188,54.767,28.33,55.118,22.508,230.106,27.027,55.183,38.065,87.041,0,220.608,53.2,54.686,49.15,55.199,44.978,241.184,57.497,54.819,71.491,9.974,37.798,27.012,42.076,40.1,40.316,24.667,41.165,42.076,41.144,36.977,39.13,23.435,37.563,31.989,36.439,26.599,1.509,3.524,1.705,1.819,525.572,1483.481,1496.874,1412.324,1465.247,2.749,5847.035,2.665,7089.932
2018-04-06 10:00:00,314.748,0.002,-0.001,1.305,0.002,4.446,5.052,55.192,43.884,220.437,46.883,55.234,45.98,53.728,42.082,219.906,57.74,55.211,23.364,55,7.909,220.138,42.226,54.915,46.084,55.185,54.682,218.758,48.874,54.992,41.226,54.81,65.988,219.254,52.721,55.069,28.108,54.782,22.567,231.953,27.027,55.082,38.092,87.788,0,219.973,53.319,55.121,49.23,55.068,44.749,245.752,57.497,54.942,71.139,10.012,37.461,27.012,41.874,40.1,39.94,25.255,41.37,41.522,41.308,36.977,38.986,21.038,37.42,32.275,36.391,26.129,1.524,3.471,1.696,1.775,529.046,1473.448,1508.919,1425.784,1474.78,2.567,5849.557,2.484,7092.444
2018-04-06 11:00:00,317.424,0.002,-0.001,1.304,0.002,4.491,4.572,55.14,42.647,219.807,47.127,55.061,45.896,55.359,42.3,219.897,57.678,55.095,23.248,54.969,7.5,220.261,42.044,55.034,46.123,54.867,54.31,219.852,48.419,54.973,41.129,54.907,65.932,219.315,52.552,55.038,28.002,54.934,22.114,233.641,27.027,54.874,37.666,88.279,0,220.051,53.005,54.84,49.239,55.03,44.702,250.373,57.497,55.108,71.138,10.013,38.242,27.012,43.303,40.1,40.324,24.96,41.166,41.553,41.25,36.977,39.06,18.34,37.536,33.401,36.543,25.867,1.555,3.441,1.656,1.785,532.528,1452.861,1481.767,1414.696,1460.817,2.597,5852.104,1.96,7094.65
2018-04-06 12:00:00,315.725,0.002,-0.001,1.311,0.002,4.485,4.65,55.076,41.516,220.152,46.253,54.655,45.413,54.819,41.635,219.879,57.477,55.203,22.391,55.068,6.643,219.571,41.611,55.157,45.337,55.24,54.405,219.054,48.227,54.88,40.385,54.605,65.455,219.804,52.185,54.562,27.767,54.874,21.881,236.664,27.027,54.883,37.011,89.418,0,219.983,52.698,54.915,48.8,54.916,44.156,256.029,57.497,55.068,70.913,10.021,38.194,27.012,43.244,40.1,40.036,25.035,41.405,40.936,40.799,36.977,39.091,19.582,36.873,32.85,36.083,25.319,1.505,3.445,1.682,1.763,535.987,1463.669,1464.182,1379.302,1423.47,2.44,5854.627,2.131,7096.885
2018-04-06 13:00:00,313.792,0.002,-0.001,1.328,0.002,4.484,4.718,55.055,42.334,219.765,46.833,54.956,45.332,54.825,42.012,219.96,57.528,54.874,22.864,54.962,7.218,219.728,42.107,55.011,45.783,55.238,43.441,219.365,48.246,55.049,40.71,54.777,65.757,219.066,52.345,54.989,27.795,54.93,22.122,235.214,27.027,55.062,37.273,88.88,0,219.405,52.735,54.97,48.986,54.909,44.495,255.437,57.497,54.848,71.238,9.978,37.6,27.012,43.248,40.1,39.729,25.053,41.515,41.535,39.672,36.977,39.08,20.763,37.019,31.723,35.929,25.37,1.424,3.433,1.672,1.76,539.431,1484.601,1451.244,1374.714,1408.797,2.58,5857.196,2.241,7099.157
2018-04-06 14:00:00,314.121,0.002,-0.001,1.329,0.002,4.62,4.618,55.15,42.346,220.26,46.356,55.183,44.992,54.757,43.21,220.356,57.198,54.782,23.198,54.985,7.159,218.18,42.047,54.762,46.035,54.539,48.421,219.53,48.241,55.017,40.279,53.738,63.791,220.352,52.109,55.142,27.326,55.031,21.912,237.055,27.027,55.133,37.048,89.723,0,219.93,52.552,55.006,48.105,54.905,44.151,259.095,57.497,55.009,70.784,10,38.272,27.012,43.342,40.1,39.689,24.8,41.207,41.765,39.573,36.977,38.88,20.622,37.144,31.807,36.013,26.799,1.411,3.398,1.647,1.751,542.844,1475.45,1483.168,1353.325,1420.859,2.623,5859.676,2.201,7101.217
2018-04-06 15:00:00,315.542,0.002,-0.001,1.326,0.002,4.612,4.905,55.129,43.48,219.564,47.091,55.13,45.533,55.013,45.048,219.99,57.755,55.147,23.017,54.814,7.763,220.161,42.226,54.939,46.608,55.188,53.876,219.352,48.478,55.046,40.814,55.357,62.678,218.949,52.472,55.049,27.779,55.102,22.362,233.815,27.027,55.141,37.635,88.349,0,220.026,52.673,55.038,48.803,55.019,44.553,254.218,57.497,54.986,71.383,9.993,38.344,27.012,43.293,40.1,40.177,25.113,41.473,40.887,40.288,36.977,38.962,21.459,37.052,31.982,35.952,26.375,1.386,3.48,1.709,1.772,546.299,1516.113,1480.532,1400.697,1411.085,2.733,5862.27,2.248,7103.304
2018-04-06 16:00:00,316.87,0.002,-0.001,1.329,0.002,4.526,4.558,55.117,43.199,219.56,47.268,54.999,45.917,55.988,43.11,219.614,57.818,54.88,23.683,54.924,7.865,219.608,42.382,54.994,46.542,55.087,50.736,219.886,48.492,54.854,41.45,53.774,66.075,221.331,52.6,54.982,28.347,55.147,22.553,231.473,27.027,54.889,37.714,87.326,0,220.838,53.15,54.569,49.056,54.964,44.842,251.121,57.497,54.89,71.386,9.994,39.436,27.012,43.528,40.1,40.211,25.005,41.336,40.317,40.255,36.977,39.146,22.97,36.999,32.078,35.955,26.094,1.269,3.484,1.716,1.768,549.803,1514.858,1471.858,1398.569,1433.228,2.551,5864.789,2.194,7105.567
2018-04-06 17:00:00,315.367,0.002,-0.001,1.328,0.002,4.607,4.542,55.173,43.107,220.284,46.513,54.908,45.379,54.915,42.824,220.47,57.679,54.916,23.288,55.059,6.88,219.93,42.442,54.858,46.428,54.789,48,220.307,48.213,55.37,40.919,55.04,64.964,220.471,52.41,55.246,27.937,55.067,22.331,234.637,27.027,54.977,37.332,88.873,0,219.864,52.851,55.092,48.898,55.023,44.543,256.047,57.497,54.937,71.333,10.008,39.395,27.012,42.904,40.1,39.797,25.084,41.441,41.253,40.255,36.977,38.884,22.843,36.997,33.454,35.695,25.265,1.327,3.48,1.664,1.816,553.278,1497.754,1478.383,1404.9,1437.84,2.559,5867.358,2.11,7107.73
2018-04-06 18:00:00,315.99,0.002,-0.002,1.318,0.002,4.534,5.116,54.864,41.065,220.459,46.502,54.892,45.227,54.821,42.309,219.681,57.297,54.678,22.478,55.03,6.886,222.434,41.919,55.086,45.202,54.943,54.153,219.874,48.336,54.968,40.075,53.59,63.887,219.899,52.197,54.882,27.592,55.009,21.754,236.851,27.027,55.017,37.185,89.461,0,220.01,52.517,55.019,48.162,54.902,44.31,257.912,57.497,54.914,71.093,9.984,39.453,27.012,43.031,40.1,39.752,24.827,40.97,41.699,40.454,36.977,39.151,21.154,37.17,31.41,36.008,25.092,1.339,3.441,1.67,1.771,556.768,1529.553,1470.413,1415.497,1432.397,2.497,5869.945,2.542,7109.999
2018-04-06 19:00:00,317.099,0.002,-0.001,1.303,0.002,4.57,4.841,55.047,41.493,229.469,46.337,54.981,44.883,54.666,42.437,219.192,57.389,54.911,23.024,55.221,6.76,219.667,41.853,54.859,45.563,54.786,52.092,220.809,47.865,55.062,40.18,54.839,65.315,219.788,52.193,55.095,27.584,54.941,22.046,236.486,27.027,55.122,37.083,89.367,0,218.925,52.676,55.109,48.418,55.078,44.207,257.148,57.497,55.084,70.916,9.998,39.317,27.012,43.212,40.1,40.175,24.326,41.399,40.991,40.784,36.977,39.291,21.147,36.995,32.129,35.926,25.095,1.35,3.491,1.686,1.805,560.279,1479.866,1477.598,1422.347,1427.755,2.587,5872.506,2.374,7112.313
2018-04-06 20:00:00,315.473,0.002,-0.001,1.316,0.002,4.606,4.745,55.3,43.259,219.945,47.524,55.541,45.925,55.31,42.44,220.941,58.117,54.798,23.394,55.087,8.116,221.21,42.337,55.234,45.651,54.903,50.337,219.739,48.58,55,41.536,55.986,66.408,220.6,52.833,55.204,28.249,54.817,22.394,231.51,27.027,55.364,38.108,87.533,0,220.483,53.216,55.574,49.308,55.21,45.057,249.68,57.497,54.703,71.235,9.992,38.995,27.012,42.955,40.1,40.259,24.322,41.056,41.607,40.486,36.677,38.98,23.85,36.7,31.618,36.041,25.461,1.434,3.47,1.703,1.768,563.744,1505.797,1452.006,1374.467,1415.29,2.581,5875.099,2.375,7114.754
2018-04-06 21:00:00,314.422,0.002,-0.001,1.323,0.002,4.551,4.948,55.157,41.488,220.312,46.214,55.13,44.783,54.916,42.956,220.352,57.273,55.436,22.658,55.156,7.096,220.804,41.943,55.257,49.398,55.422,53.835,220.126,47.921,55.123,40.206,55.281,65.553,220.22,52.416,55.048,27.488,54.997,22.323,237.134,27.027,54.931,37.064,89.636,0,221.045,52.926,55.212,48.55,55.015,44.385,255.759,57.497,54.832,70.736,10.008,39.077,27.012,42.454,40.1,39.85,24.64,41.373,39.714,39.928,36.677,39.014,20.419,36.957,33.445,35.769,23.738,1.474,3.733,1.854,1.879,567.228,1505.548,1476.507,1410.445,1422.871,2.727,5877.751,2.304,7117.094
